a(radian),a(degree),Eruling, Ebend
0.589,33.7472, 9.44546, 2010.35, 1
0.59,33.8045, 9.44723, 1747.78, 1
0.591,33.8618, 9.449, 1533.76, 1
0.592,33.9191, 9.45077, 1357.01, 1
0.593,33.9764, 9.45255, 1209.36, 1
0.594,34.0337, 9.45434, 1084.74, 1
0.595,34.091, 9.45613, 978.597, 1
0.596,34.1483, 9.45792, 887.447, 1
0.597,34.2056, 9.45971, 808.592, 1
0.598,34.2629, 9.46151, 739.914, 1
0.599,34.3202, 9.46332, 679.732, 1
0.6,34.3775, 9.46513, 626.699, 1
0.601,34.4348, 9.46694, 579.724, 1
0.602,34.4921, 9.46876, 537.918, 1
0.603,34.5494, 9.47058, 500.547, 1
0.604,34.6067, 9.47241, 467.007, 1
0.605,34.6639, 9.47424, 436.788, 1
0.606,34.7212, 9.47607, 409.467, 1
0.607,34.7785, 9.47791, 384.684, 1
0.608,34.8358, 9.47975, 362.133, 1
0.609,34.8931, 9.4816, 341.553, 1
0.61,34.9504, 9.48345, 322.722, 1
0.611,35.0077, 9.48531, 305.446, 1
0.612,35.065, 9.48717, 289.558, 1
0.613,35.1223, 9.48903, 274.913, 1
0.614,35.1796, 9.4909, 261.385, 1
0.615,35.2369, 9.49278, 248.862, 1
0.616,35.2942, 9.49465, 237.247, 1
0.617,35.3515, 9.49654, 226.455, 1
0.618,35.4088, 9.49842, 216.409, 1
0.619,35.4661, 9.50031, 207.041, 1
0.62,35.5234, 9.50221, 198.293, 1
0.621,35.5807, 9.50411, 190.11, 1
0.622,35.638, 9.50602, 182.445, 1
0.623,35.6953, 9.50793, 175.254, 1
0.624,35.7526, 9.50984, 168.5, 1
0.625,35.8099, 9.51176, 162.147, 1
0.626,35.8672, 9.51368, 156.165, 1
0.627,35.9245, 9.51561, 150.525, 1
0.628,35.9817, 9.51754, 145.201, 1
0.629,36.039, 9.51948, 140.17, 1
0.63,36.0963, 9.52142, 135.411, 1
0.631,36.1536, 9.52337, 130.904, 1
0.632,36.2109, 9.52532, 126.633, 1
0.633,36.2682, 9.52728, 122.581, 1
0.634,36.3255, 9.52924, 118.732, 1
0.635,36.3828, 9.5312, 115.075, 1
0.636,36.4401, 9.53317, 111.595, 1
0.637,36.4974, 9.53515, 108.282, 1
0.638,36.5547, 9.53713, 105.126, 1
0.639,36.612, 9.53911, 102.116, 1
0.64,36.6693, 9.5411, 99.2441, 1
0.641,36.7266, 9.5431, 96.5012, 1
0.642,36.7839, 9.5451, 93.88, 1
0.643,36.8412, 9.5471, 91.3733, 1
0.644,36.8985, 9.54911, 88.9746, 1
0.645,36.9558, 9.55113, 86.6777, 1
0.646,37.0131, 9.55315, 84.477, 1
0.647,37.0704, 9.55517, 82.3671, 1
0.648,37.1277, 9.5572, 80.3431, 1
0.649,37.185, 9.55924, 78.4004, 1
0.65,37.2423, 9.56128, 76.5346, 1
0.651,37.2996, 9.56332, 74.7418, 1
0.652,37.3568, 9.56537, 73.0182, 1
0.653,37.4141, 9.56743, 71.3603, 1
0.654,37.4714, 9.56949, 69.7648, 1
0.655,37.5287, 9.57155, 68.2285, 1
0.656,37.586, 9.57362, 66.7486, 1
0.657,37.6433, 9.5757, 65.3223, 1
0.658,37.7006, 9.57778, 63.9471, 1
0.659,37.7579, 9.57987, 62.6206, 1
0.66,37.8152, 9.58196, 61.3404, 1
0.661,37.8725, 9.58406, 60.1045, 1
0.662,37.9298, 9.58616, 58.9109, 1
0.663,37.9871, 9.58826, 57.7576, 1
0.664,38.0444, 9.59038, 56.6428, 1
0.665,38.1017, 9.5925, 55.5648, 1
0.666,38.159, 9.59462, 54.522, 1
0.667,38.2163, 9.59675, 53.513, 1
0.668,38.2736, 9.59888, 52.5362, 1
0.669,38.3309, 9.60102, 51.5904, 1
0.67,38.3882, 9.60317, 50.6741, 1
0.671,38.4455, 9.60532, 49.7863, 1
0.672,38.5028, 9.60748, 48.9257, 1
0.673,38.5601, 9.60964, 48.0912, 1
0.674,38.6174, 9.61181, 47.2818, 1
0.675,38.6747, 9.61398, 46.4965, 1
0.676,38.7319, 9.61616, 45.7344, 1
0.677,38.7892, 9.61834, 44.9945, 1
0.678,38.8465, 9.62053, 44.276, 1
0.679,38.9038, 9.62273, 43.578, 1
0.68,38.9611, 9.62493, 42.8999, 1
0.681,39.0184, 9.62714, 42.2408, 1
0.682,39.0757, 9.62935, 41.6001, 1
0.683,39.133, 9.63157, 40.977, 1
0.684,39.1903, 9.6338, 40.371, 1
0.685,39.2476, 9.63603, 39.7815, 1
0.686,39.3049, 9.63827, 39.2077, 1
0.687,39.3622, 9.64051, 38.6493, 1
0.688,39.4195, 9.64276, 38.1056, 1
0.689,39.4768, 9.64501, 37.5761, 1
0.69,39.5341, 9.64727, 37.0604, 1
0.691,39.5914, 9.64954, 36.5579, 1
0.692,39.6487, 9.65181, 36.0683, 1
0.693,39.706, 9.65409, 35.5911, 1
0.694,39.7633, 9.65637, 35.1258, 1
0.695,39.8206, 9.65866, 34.6722, 1
0.696,39.8779, 9.66096, 34.2297, 1
0.697,39.9352, 9.66326, 33.7981, 1
0.698,39.9925, 9.66557, 33.377, 1
0.699,40.0497, 9.66789, 32.9661, 1
0.7,40.107, 9.67021, 32.565, 1
0.701,40.1643, 9.67254, 32.1735, 1
0.702,40.2216, 9.67487, 31.7912, 1
0.703,40.2789, 9.67721, 31.4178, 1
0.704,40.3362, 9.67956, 31.0531, 1
0.705,40.3935, 9.68191, 30.6968, 1
0.706,40.4508, 9.68427, 30.3487, 1
0.707,40.5081, 9.68663, 30.0085, 1
0.708,40.5654, 9.68901, 29.676, 1
0.709,40.6227, 9.69139, 29.351, 1
0.71,40.68, 9.69377, 29.0332, 1
0.711,40.7373, 9.69616, 28.7224, 1
0.712,40.7946, 9.69856, 28.4184, 1
0.713,40.8519, 9.70097, 28.1211, 1
0.714,40.9092, 9.70338, 27.8302, 1
0.715,40.9665, 9.70579, 27.5456, 1
0.716,41.0238, 9.70822, 27.2671, 1
0.717,41.0811, 9.71065, 26.9945, 1
0.718,41.1384, 9.71309, 26.7276, 1
0.719,41.1957, 9.71553, 26.4663, 1
0.72,41.253, 9.71799, 26.2105, 1
0.721,41.3103, 9.72044, 25.96, 1
0.722,41.3676, 9.72291, 25.7146, 1
0.723,41.4248, 9.72538, 25.4743, 1
0.724,41.4821, 9.72786, 25.2388, 1
0.725,41.5394, 9.73035, 25.0081, 1
0.726,41.5967, 9.73284, 24.7821, 1
0.727,41.654, 9.73534, 24.5605, 1
0.728,41.7113, 9.73785, 24.3434, 1
0.729,41.7686, 9.74036, 107.103, 1
0.73,41.8259, 9.74288, 105.024, 1
0.731,41.8832, 9.74541, 103.009, 1
0.732,41.9405, 9.74794, 101.056, 1
0.733,41.9978, 9.73232, 23.3198, 1
0.734,42.0551, 9.70904, 23.1269, 1
0.735,42.1124, 9.68585, 22.9376, 1
0.736,42.1697, 9.66274, 22.7518, 1
0.737,42.227, 9.63972, 22.5696, 1
0.738,42.2843, 9.61678, 22.3909, 1
0.739,42.3416, 9.59393, 22.2154, 1
0.74,42.3989, 9.57116, 22.0433, 1
0.741,42.4562, 9.54848, 21.8743, 1
0.742,42.5135, 9.52588, 21.7084, 1
0.743,42.5708, 9.50336, 21.5455, 1
0.744,42.6281, 9.48092, 21.3857, 1
0.745,42.6854, 9.45857, 21.2287, 1
0.746,42.7427, 9.4363, 21.0745, 1
0.747,42.7999, 9.41411, 20.9231, 1
0.748,42.8572, 9.392, 20.7745, 1
0.749,42.9145, 9.36997, 20.6284, 1
0.75,42.9718, 9.34802, 20.485, 1
0.751,43.0291, 9.32615, 20.3441, 1
0.752,43.0864, 9.30435, 20.2056, 1
0.753,43.1437, 9.28264, 20.0696, 1
0.754,43.201, 9.26101, 19.9359, 1
0.755,43.2583, 9.23945, 19.8046, 1
0.756,43.3156, 9.21797, 19.6755, 1
0.757,43.3729, 9.19657, 19.5486, 1
0.758,43.4302, 9.17525, 19.4239, 1
0.759,43.4875, 9.154, 19.3014, 1
0.76,43.5448, 9.13283, 19.1809, 1
0.761,43.6021, 9.11173, 19.0624, 1
0.762,43.6594, 9.09071, 18.9459, 1
0.763,43.7167, 9.06976, 18.8314, 1
0.764,43.774, 9.04889, 18.7188, 1
0.765,43.8313, 9.02809, 18.608, 1
0.766,43.8886, 9.00737, 18.4991, 1
0.767,43.9459, 8.98672, 18.392, 1
0.768,44.0032, 8.96614, 18.2866, 1
0.769,44.0605, 8.94564, 18.183, 1
0.77,44.1178, 8.9252, 18.081, 1
0.771,44.175, 8.90484, 17.9808, 1
0.772,44.2323, 8.88455, 17.8821, 1
0.773,44.2896, 8.86433, 17.785, 1
0.774,44.3469, 8.84419, 17.6895, 1
0.775,44.4042, 8.82411, 17.5955, 1
0.776,44.4615, 8.8041, 17.503, 1
0.777,44.5188, 8.78417, 17.412, 1
0.778,44.5761, 8.7643, 17.3225, 1
0.779,44.6334, 8.7445, 17.2343, 1
0.78,44.6907, 8.72474, 17.1475, 1
0.781,44.748, 8.70338, 17.0621, 1
0.782,44.8053, 8.68208, 16.9781, 1
0.783,44.8626, 8.66085, 16.8953, 1
0.784,44.9199, 8.63969, 16.8139, 1
0.785,44.9772, 8.61859, 16.7337, 1
0.786,45.0345, 8.59756, 16.6547, 1
0.787,45.0918, 8.57659, 16.577, 1
0.788,45.1491, 8.55569, 16.5005, 1
0.789,45.2064, 8.53486, 16.4251, 1
0.79,45.2637, 8.51409, 16.3509, 1
0.791,45.321, 8.49338, 16.2778, 1
0.792,45.3783, 8.47274, 16.2059, 1
0.793,45.4356, 8.45216, 16.135, 1
0.794,45.4928, 8.43164, 16.0652, 1
0.795,45.5501, 8.41119, 15.9965, 1
0.796,45.6074, 8.3908, 15.931, 1
0.797,45.6647, 8.37048, 15.8711, 1
0.798,45.722, 8.35021, 15.8123, 1
0.799,45.7793, 8.33001, 15.7546, 1
0.8,45.8366, 8.30987, 15.698, 1
0.801,45.8939, 8.28979, 15.6424, 1
0.802,45.9512, 8.26977, 15.5878, 1
0.803,46.0085, 8.24981, 15.5343, 1
0.804,46.0658, 8.22991, 15.4817, 1
0.805,46.1231, 8.21008, 15.4302, 1
0.806,46.1804, 8.1903, 15.3796, 1
0.807,46.2377, 8.17058, 15.33, 1
0.808,46.295, 8.15092, 15.2814, 1
0.809,46.3523, 8.13132, 15.2336, 1
0.81,46.4096, 8.11178, 15.1869, 1
0.811,46.4669, 8.0923, 15.141, 1
0.812,46.5242, 8.07287, 15.096, 1
0.813,46.5815, 8.05351, 15.0519, 1
0.814,46.6388, 8.0342, 15.0087, 1
0.815,46.6961, 8.01495, 14.9664, 1
0.816,46.7534, 7.99575, 14.9249, 1
0.817,46.8107, 7.97661, 14.8843, 1
0.818,46.8679, 7.95753, 14.8445, 1
0.819,46.9252, 7.93851, 14.8055, 1
0.82,46.9825, 7.91954, 14.7673, 1
0.821,47.0398, 7.90063, 14.73, 1
0.822,47.0971, 7.88177, 14.6934, 1
0.823,47.1544, 7.86297, 14.6576, 1
0.824,47.2117, 7.84422, 14.6226, 1
0.825,47.269, 7.82553, 14.5884, 1
0.826,47.3263, 7.80689, 14.5549, 1
0.827,47.3836, 7.7883, 14.5222, 1
0.828,47.4409, 7.76977, 14.4903, 1
0.829,47.4982, 7.7513, 14.459, 1
0.83,47.5555, 7.73287, 14.4285, 1
0.831,47.6128, 7.7145, 14.3987, 1
0.832,47.6701, 7.69619, 14.3696, 1
0.833,47.7274, 7.67792, 14.3412, 1
0.834,47.7847, 7.65971, 14.3136, 1
0.835,47.842, 7.64155, 14.2866, 1
0.836,47.8993, 7.62344, 14.2602, 1
0.837,47.9566, 7.60539, 14.2346, 1
0.838,48.0139, 7.58738, 14.2097, 1
0.839,48.0712, 7.56943, 14.1854, 1
0.84,48.1285, 7.55153, 14.1617, 1
0.841,48.1858, 7.53367, 14.1387, 1
0.842,48.243, 7.51587, 14.1164, 1
0.843,48.3003, 7.49812, 14.0947, 1
0.844,48.3576, 7.48042, 14.0736, 1
0.845,48.4149, 7.46277, 14.0532, 1
0.846,48.4722, 7.44517, 14.0333, 1
0.847,48.5295, 7.42762, 14.0141, 1
0.848,48.5868, 7.41012, 13.9956, 1
0.849,48.6441, 7.39266, 13.9776, 1
0.85,48.7014, 7.37526, 13.9602, 1
0.851,48.7587, 7.3579, 13.9434, 1
0.852,48.816, 7.34059, 13.9272, 1
0.853,48.8733, 7.32333, 13.9117, 1
0.854,48.9306, 7.30612, 13.8967, 1
0.855,48.9879, 7.28896, 13.8822, 1
0.856,49.0452, 7.27184, 13.8684, 1
0.857,49.1025, 7.25477, 13.8551, 1
0.858,49.1598, 7.23775, 13.8424, 1
0.859,49.2171, 7.22077, 13.8303, 1
0.86,49.2744, 7.20384, 13.8187, 1
0.861,49.3317, 7.18696, 13.8077, 1
0.862,49.389, 7.17012, 13.7972, 1
0.863,49.4463, 7.15333, 13.7873, 1
0.864,49.5036, 7.13659, 13.778, 1
0.865,49.5608, 7.11989, 13.7691, 1
0.866,49.6181, 7.10323, 13.7609, 1
0.867,49.6754, 7.08663, 13.7531, 1
0.868,49.7327, 7.07006, 13.746, 1
0.869,49.79, 7.05354, 13.7393, 1
0.87,49.8473, 7.03707, 13.7332, 1
0.871,49.9046, 7.02064, 13.7276, 1
0.872,49.9619, 7.00425, 13.7225, 1
0.873,50.0192, 6.98791, 13.718, 1
0.874,50.0765, 6.97161, 13.7139, 1
0.875,50.1338, 6.95535, 13.7104, 1
0.876,50.1911, 6.93914, 13.7075, 1
0.877,50.2484, 6.92297, 13.705, 1
0.878,50.3057, 6.90685, 13.703, 1
0.879,50.363, 6.89077, 13.7016, 1
0.88,50.4203, 6.87472, 13.7007, 1
0.881,50.4776, 6.85873, 13.7003, 1
0.882,50.5349, 6.84277, 13.7004, 1
0.883,50.5922, 6.82686, 13.701, 1
0.884,50.6495, 6.81099, 13.7021, 1
0.885,50.7068, 6.79516, 13.7037, 1
0.886,50.7641, 6.77937, 13.7058, 1
0.887,50.8214, 6.76362, 13.7084, 1
0.888,50.8787, 6.74792, 13.7115, 1
0.889,50.9359, 6.73225, 13.7151, 1
0.89,50.9932, 6.71663, 13.7192, 1
0.891,51.0505, 6.70104, 13.7238, 1
0.892,51.1078, 6.6855, 13.7289, 1
0.893,51.1651, 6.67, 13.7345, 1
0.894,51.2224, 6.65453, 13.7406, 1
0.895,51.2797, 6.63911, 13.7472, 1
0.896,51.337, 6.62373, 13.7543, 1
0.897,51.3943, 6.60838, 13.7619, 1
0.898,51.4516, 6.59308, 13.7699, 1
0.899,51.5089, 6.57781, 13.7785, 1
0.9,51.5662, 6.56259, 13.7876, 1
0.901,51.6235, 6.5474, 13.7971, 1
0.902,51.6808, 6.53225, 13.8072, 1
0.903,51.7381, 6.51714, 13.8177, 1
0.904,51.7954, 6.50207, 13.8287, 1
0.905,51.8527, 6.48704, 13.8403, 1
0.906,51.91, 6.47204, 13.8523, 1
0.907,51.9673, 6.45709, 13.8648, 1
0.908,52.0246, 6.44217, 13.8778, 1
0.909,52.0819, 6.42728, 13.8913, 1
0.91,52.1392, 6.41244, 13.9053, 1
0.911,52.1965, 6.39763, 13.9198, 1
0.912,52.2538, 6.38286, 13.9348, 1
0.913,52.311, 6.36813, 13.9503, 1
0.914,52.3683, 6.35343, 13.9663, 1
0.915,52.4256, 6.33877, 13.9828, 1
0.916,52.4829, 6.32415, 13.9998, 1
0.917,52.5402, 6.30956, 14.0173, 1
0.918,52.5975, 6.29501, 14.0353, 1
0.919,52.6548, 6.28049, 14.0538, 1
0.92,52.7121, 6.26602, 14.0728, 1
0.921,52.7694, 6.25157, 14.0924, 1
0.922,52.8267, 6.23716, 14.1124, 1
0.923,52.884, 6.22279, 14.1329, 1
0.924,52.9413, 6.20845, 14.154, 1
0.925,52.9986, 6.19415, 14.1756, 1
0.926,53.0559, 6.17989, 14.1976, 1
0.927,53.1132, 6.16565, 14.2202, 1
0.928,53.1705, 6.15146, 14.2433, 1
0.929,53.2278, 6.13729, 14.267, 1
0.93,53.2851, 6.12316, 14.2911, 1
0.931,53.3424, 6.10907, 14.3158, 1
0.932,53.3997, 6.09501, 14.341, 1
0.933,53.457, 6.08098, 14.3668, 1
0.934,53.5143, 6.06699, 14.393, 1
0.935,53.5716, 6.05303, 14.4198, 1
0.936,53.6288, 6.03911, 14.4472, 1
0.937,53.6861, 6.02521, 14.4751, 1
0.938,53.7434, 6.01135, 14.5035, 1
0.939,53.8007, 5.99753, 14.5325, 1
0.94,53.858, 5.98374, 14.562, 1
0.941,53.9153, 5.96998, 14.592, 1
0.942,53.9726, 5.95625, 14.6227, 1
0.943,54.0299, 5.94256, 14.6538, 1
0.944,54.0872, 5.92889, 14.6856, 1
0.945,54.1445, 5.91526, 14.7179, 1
0.946,54.2018, 5.90167, 14.7507, 1
0.947,54.2591, 5.8881, 14.7842, 1
0.948,54.3164, 5.87457, 14.8182, 1
0.949,54.3737, 5.86106, 14.8527, 1
0.95,54.431, 5.84759, 14.8879, 1
0.951,54.4883, 5.83416, 14.9236, 1
0.952,54.5456, 5.82075, 14.96, 1
0.953,54.6029, 5.80737, 14.9969, 1
0.954,54.6602, 5.79403, 15.0344, 1
0.955,54.7175, 5.78071, 15.0725, 1
0.956,54.7748, 5.76743, 15.1112, 1
0.957,54.8321, 5.75418, 15.1506, 1
0.958,54.8894, 5.74096, 15.1905, 1
0.959,54.9467, 5.72777, 15.2311, 1
0.96,55.0039, 5.71461, 15.2722, 1
0.961,55.0612, 5.70148, 15.314, 1
0.962,55.1185, 5.68837, 15.3565, 1
0.963,55.1758, 5.6753, 15.3996, 1
0.964,55.2331, 5.66226, 15.4433, 1
0.965,55.2904, 5.64925, 15.4876, 1
0.966,55.3477, 5.63627, 15.5326, 1
0.967,55.405, 5.62332, 15.5783, 1
0.968,55.4623, 5.6104, 15.6246, 1
0.969,55.5196, 5.59751, 15.6716, 1
0.97,55.5769, 5.58464, 15.7193, 1
0.971,55.6342, 5.57181, 15.7676, 1
0.972,55.6915, 5.559, 15.8167, 1
0.973,55.7488, 5.54623, 15.8664, 1
0.974,55.8061, 5.53348, 15.9168, 1
0.975,55.8634, 5.52076, 15.9679, 1
0.976,55.9207, 5.50807, 16.0198, 1
0.977,55.978, 5.49541, 16.0723, 1
0.978,56.0353, 5.48277, 16.1256, 1
0.979,56.0926, 5.47017, 16.1796, 1
0.98,56.1499, 5.45759, 16.2343, 1
0.981,56.2072, 5.44504, 16.2898, 1
0.982,56.2645, 5.43252, 16.346, 1
0.983,56.3218, 5.42002, 16.403, 1
0.984,56.379, 5.40756, 16.4607, 1
0.985,56.4363, 5.39512, 16.5193, 1
0.986,56.4936, 5.38271, 16.5786, 1
0.987,56.5509, 5.37032, 16.6387, 1
0.988,56.6082, 5.35797, 16.6995, 1
0.989,56.6655, 5.34563, 16.7612, 1
0.99,56.7228, 5.33333, 16.8237, 1
0.991,56.7801, 5.32106, 16.8871, 1
0.992,56.8374, 5.30881, 16.9512, 1
0.993,56.8947, 5.29658, 17.0162, 1
0.994,56.952, 5.28439, 17.082, 1
0.995,57.0093, 5.27222, 17.1487, 1
0.996,57.0666, 5.26007, 17.2163, 1
0.997,57.1239, 5.24796, 17.2847, 1
0.998,57.1812, 5.23586, 17.354, 1
0.999,57.2385, 5.2238, 17.4243, 1
1,57.2958, 5.21176, 17.4954, 1
1.001,57.3531, 5.19975, 17.5674, 1
1.002,57.4104, 5.18776, 17.6404, 1
1.003,57.4677, 5.1758, 17.7143, 1
1.004,57.525, 5.16386, 17.7891, 1
1.005,57.5823, 5.15195, 17.8649, 1
1.006,57.6396, 5.14006, 17.9417, 1
1.007,57.6968, 5.1282, 18.0194, 1
1.008,57.7541, 5.11637, 18.0982, 1
1.009,57.8114, 5.10456, 18.1779, 1
1.01,57.8687, 5.09277, 18.2587, 1
1.011,57.926, 5.08101, 18.3405, 1
1.012,57.9833, 5.06928, 18.4233, 1
1.013,58.0406, 5.05756, 18.5072, 1
1.014,58.0979, 5.04588, 18.5921, 1
1.015,58.1552, 5.03422, 18.6781, 1
1.016,58.2125, 5.02258, 18.7653, 1
1.017,58.2698, 5.01096, 18.8535, 1
1.018,58.3271, 4.99938, 18.9428, 1
1.019,58.3844, 4.98781, 19.0333, 1
1.02,58.4417, 4.97627, 19.1249, 1
1.021,58.499, 4.96475, 19.2177, 1
1.022,58.5563, 4.95326, 19.3117, 1
1.023,58.6136, 4.94179, 19.4069, 1
1.024,58.6709, 4.93034, 19.5033, 1
1.025,58.7282, 4.91892, 19.6009, 1
1.026,58.7855, 4.90752, 19.6997, 1
1.027,58.8428, 4.89615, 19.7998, 1
1.028,58.9001, 4.88479, 19.9012, 1
1.029,58.9574, 4.87347, 20.0039, 1
1.03,59.0147, 4.86216, 20.1079, 1
1.031,59.0719, 4.85088, 20.2132, 1
1.032,59.1292, 4.83962, 20.3199, 1
1.033,59.1865, 4.82838, 20.4279, 1
1.034,59.2438, 4.81717, 20.5373, 1
1.035,59.3011, 4.80597, 20.6481, 1
1.036,59.3584, 4.79481, 20.7604, 1
1.037,59.4157, 4.78366, 20.8741, 1
1.038,59.473, 4.77254, 20.9892, 1
1.039,59.5303, 4.76143, 21.1059, 1
1.04,59.5876, 4.75035, 21.224, 1
1.041,59.6449, 4.7393, 21.3437, 1
1.042,59.7022, 4.72826, 21.4649, 1
1.043,59.7595, 4.71725, 21.5877, 1
1.044,59.8168, 4.70626, 21.7121, 1
1.045,59.8741, 4.69529, 21.8381, 1
1.046,59.9314, 4.68434, 21.9658, 1
1.047,59.9887, 4.67342, 22.0951, 1
1.048,60.046, 4.66251, 22.2262, 1
1.049,60.1033, 4.65163, 22.3589, 1
1.05,60.1606, 4.64077, 22.4934, 1
1.051,60.2179, 4.62993, 22.6297, 1
1.052,60.2752, 4.61911, 22.7677, 1
1.053,60.3325, 4.60831, 22.9076, 1
1.054,60.3898, 4.59754, 23.0494, 1
1.055,60.447, 4.58678, 23.193, 1
1.056,60.5043, 4.57605, 23.3386, 1
1.057,60.5616, 4.56534, 23.486, 1
1.058,60.6189, 4.55464, 23.6355, 1
1.059,60.6762, 4.54397, 23.787, 1
1.06,60.7335, 4.53332, 23.9405, 1
1.061,60.7908, 4.52269, 24.0961, 1
1.062,60.8481, 4.51208, 24.2538, 1
1.063,60.9054, 4.50149, 24.4136, 1
1.064,60.9627, 4.49093, 24.5756, 1
1.065,61.02, 4.48038, 24.7398, 1
1.066,61.0773, 4.46985, 24.9063, 1
1.067,61.1346, 4.45934, 25.075, 1
1.068,61.1919, 4.44885, 25.2461, 1
1.069,61.2492, 4.43839, 25.4195, 1
1.07,61.3065, 4.42794, 25.5954, 1
1.071,61.3638, 4.41751, 25.7736, 1
1.072,61.4211, 4.4071, 25.9544, 1
1.073,61.4784, 4.39671, 26.1377, 1
1.074,61.5357, 4.38634, 26.3235, 1
1.075,61.593, 4.376, 26.512, 1
1.076,61.6503, 4.36567, 26.7031, 1
1.077,61.7076, 4.35536, 26.8969, 1
1.078,61.7649, 4.34506, 27.0935, 1
1.079,61.8221, 4.33479, 27.2928, 1
1.08,61.8794, 4.32454, 27.4951, 1
1.081,61.9367, 4.31431, 27.7002, 1
1.082,61.994, 4.30409, 27.9083, 1
1.083,62.0513, 4.2939, 28.1194, 1
1.084,62.1086, 4.28372, 28.3335, 1
1.085,62.1659, 4.27357, 28.5508, 1
1.086,62.2232, 4.26343, 28.7712, 1
1.087,62.2805, 4.25331, 28.9949, 1
1.088,62.3378, 4.24321, 29.2218, 1
1.089,62.3951, 4.23313, 29.4522, 1
1.09,62.4524, 4.22306, 29.6859, 1
1.091,62.5097, 4.21302, 29.9231, 1
1.092,62.567, 4.20299, 30.1638, 1
1.093,62.6243, 4.19298, 30.4082, 1
1.094,62.6816, 4.18299, 30.6563, 1
1.095,62.7389, 4.17302, 30.9081, 1
1.096,62.7962, 4.16307, 31.1637, 1
1.097,62.8535, 4.15313, 31.4232, 1
1.098,62.9108, 4.14322, 31.6867, 1
1.099,62.9681, 4.13332, 31.9543, 1
1.1,63.0254, 4.12344, 32.226, 1
1.101,63.0827, 4.11357, 32.5019, 1
1.102,63.1399, 4.10373, 32.7821, 1
1.103,63.1972, 4.0939, 33.0666, 1
1.104,63.2545, 4.08409, 33.3557, 1
1.105,63.3118, 4.0743, 33.6493, 1
1.106,63.3691, 4.06452, 33.9476, 1
1.107,63.4264, 4.05476, 34.2506, 1
1.108,63.4837, 4.04502, 34.5585, 1
1.109,63.541, 4.0353, 34.8713, 1
1.11,63.5983, 4.0256, 35.1892, 1
1.111,63.6556, 4.01591, 35.5122, 1
1.112,63.7129, 4.00624, 35.8405, 1
1.113,63.7702, 3.99658, 36.1742, 1
1.114,63.8275, 3.98695, 36.5134, 1
1.115,63.8848, 3.97733, 36.8582, 1
1.116,63.9421, 3.96772, 37.2087, 1
1.117,63.9994, 3.95814, 37.5651, 1
1.118,64.0567, 3.94857, 37.9274, 1
1.119,64.114, 3.93902, 38.2959, 1
1.12,64.1713, 3.92948, 38.6706, 1
1.121,64.2286, 3.91996, 39.0517, 1
1.122,64.2859, 3.91046, 39.4394, 1
1.123,64.3432, 3.90097, 39.8337, 1
1.124,64.4005, 3.89151, 40.2348, 1
1.125,64.4578, 3.88205, 40.6429, 1
1.126,64.515, 3.87262, 41.0582, 1
1.127,64.5723, 3.8632, 41.4808, 1
1.128,64.6296, 3.85379, 41.9108, 1
1.129,64.6869, 3.84441, 42.3485, 1
1.13,64.7442, 3.83503, 42.794, 1
1.131,64.8015, 3.82568, 43.2475, 1
1.132,64.8588, 3.81634, 43.7092, 1
1.133,64.9161, 3.80702, 44.1793, 1
1.134,64.9734, 3.79771, 44.658, 1
1.135,65.0307, 3.78842, 45.1455, 1
1.136,65.088, 3.77914, 45.642, 1
1.137,65.1453, 3.76988, 46.1478, 1
1.138,65.2026, 3.76064, 46.663, 1
1.139,65.2599, 3.75141, 47.1879, 1
1.14,65.3172, 3.7422, 47.7228, 1
1.141,65.3745, 3.733, 48.2678, 1
1.142,65.4318, 3.72382, 48.8233, 1
1.143,65.4891, 3.71465, 49.3895, 1
1.144,65.5464, 3.7055, 49.9666, 1
1.145,65.6037, 3.69637, 50.555, 1
1.146,65.661, 3.68725, 51.155, 1
1.147,65.7183, 3.67814, 51.7668, 1
1.148,65.7756, 3.66905, 52.3908, 1
1.149,65.8329, 3.65998, 53.0273, 1
1.15,65.8901, 3.65092, 53.6766, 1
1.151,65.9474, 3.64188, 54.339, 1
1.152,66.0047, 3.63285, 55.015, 1
1.153,66.062, 3.62383, 55.7048, 1
1.154,66.1193, 3.61483, 56.4089, 1
1.155,66.1766, 3.60585, 57.1277, 1
1.156,66.2339, 3.59688, 57.8615, 1
1.157,66.2912, 3.58793, 58.6107, 1
1.158,66.3485, 3.57899, 59.3759, 1
1.159,66.4058, 3.57006, 60.1575, 1
1.16,66.4631, 3.56115, 60.9558, 1
1.161,66.5204, 3.55225, 61.7715, 1
1.162,66.5777, 3.54337, 62.6049, 1
1.163,66.635, 3.53451, 63.4567, 1
1.164,66.6923, 3.52565, 64.3274, 1
1.165,66.7496, 3.51681, 65.2174, 1
1.166,66.8069, 3.50799, 66.1275, 1
1.167,66.8642, 3.49918, 67.0582, 1
1.168,66.9215, 3.49039, 68.01, 1
1.169,66.9788, 3.4816, 68.9837, 1
1.17,67.0361, 3.47284, 69.98, 1
1.171,67.0934, 3.46408, 70.9995, 1
1.172,67.1507, 3.45534, 72.0429, 1
1.173,67.2079, 3.44662, 73.1111, 1
1.174,67.2652, 3.43791, 74.2047, 1
1.175,67.3225, 3.42921, 75.3246, 1
1.176,67.3798, 3.42053, 76.4717, 1
1.177,67.4371, 3.41186, 77.6467, 1
1.178,67.4944, 3.4032, 78.8508, 1
